step 1 layer number:0       UnitName  BlockTemperature
2       Frame_R             87.67
3       Frame_T             87.64
4      MemArray             93.32
5  RowDecoder_L             90.33
6  RowDecoder_R             90.33
7    SenseAmp_B             90.30
8    SenseAmp_T             90.30
layer number:12       UnitName  BlockTemperature
5       Frame_B             90.22
7       Frame_L             90.20
3    SenseAmp_B             86.88
8       Frame_R             90.20
1  RowDecoder_L             86.91
0      MemArray             86.88
2  RowDecoder_R             86.91
4    SenseAmp_T             93.21
6       Frame_T             90.22
layer number:13       UnitName  BlockTemperature
5       Frame_B             88.22
7       Frame_L             88.20
3    SenseAmp_B             85.04
8       Frame_R             88.20
1  RowDecoder_L             85.06
0      MemArray             85.04
2  RowDecoder_R             85.06
4    SenseAmp_T             91.23
6       Frame_T             88.22
step 283 layer number:0       UnitName  BlockTemperature
0       Frame_B             98.07
1       Frame_L             98.09
2       Frame_R             98.09
3       Frame_T             98.07
4      MemArray             95.17
5  RowDecoder_L             92.19
6  RowDecoder_R             92.19
7    SenseAmp_B             92.16
8    SenseAmp_T             92.16
layer number:1       UnitName  BlockTemperature
0       Frame_B             98.18
1       Frame_L             98.20
2       Frame_R             98.20
3       Frame_T             98.18
4      MemArray             95.19
5  RowDecoder_L             92.20
6  RowDecoder_R             92.20
7    SenseAmp_B             92.17
8    SenseAmp_T             92.17
layer number:2       UnitName  BlockTemperature
0       Frame_B             98.17
1       Frame_L             98.19
2       Frame_R             98.19
3       Frame_T             98.17
4      MemArray             95.18
5  RowDecoder_L             92.19
6  RowDecoder_R             92.19
7    SenseAmp_B             92.16
8    SenseAmp_T             92.16
layer number:3       UnitName  BlockTemperature
0       Frame_B             97.63
1       Frame_L             97.65
2       Frame_R             97.65
3       Frame_T             97.63
4      MemArray             94.60
5  RowDecoder_L             91.60
6  RowDecoder_R             91.60
7    SenseAmp_B             91.57
8    SenseAmp_T             91.57
layer number:4       UnitName  BlockTemperature
0       Frame_B             93.08
1       Frame_L             93.10
2       Frame_R             93.10
3       Frame_T             93.08
4      MemArray             94.24
5  RowDecoder_L             91.25
6  RowDecoder_R             91.25
7    SenseAmp_B             91.22
8    SenseAmp_T             91.22
layer number:5       UnitName  BlockTemperature
0       Frame_B             92.32
1       Frame_L             92.35
2       Frame_R             92.35
3       Frame_T             92.32
4      MemArray             94.13
5  RowDecoder_L             91.13
6  RowDecoder_R             91.13
7    SenseAmp_B             91.10
8    SenseAmp_T             91.10
layer number:6       UnitName  BlockTemperature
0       Frame_B             91.56
1       Frame_L             91.59
2       Frame_R             91.59
3       Frame_T             91.56
4      MemArray             94.03
5  RowDecoder_L             91.03
6  RowDecoder_R             91.03
7    SenseAmp_B             91.00
8    SenseAmp_T             91.00
layer number:7       UnitName  BlockTemperature
0       Frame_B             90.80
1       Frame_L             90.83
2       Frame_R             90.83
3       Frame_T             90.80
4      MemArray             93.91
5  RowDecoder_L             90.91
6  RowDecoder_R             90.91
7    SenseAmp_B             90.88
8    SenseAmp_T             90.88
layer number:8       UnitName  BlockTemperature
0       Frame_B             90.04
1       Frame_L             90.07
2       Frame_R             90.07
3       Frame_T             90.04
4      MemArray             93.81
5  RowDecoder_L             90.81
6  RowDecoder_R             90.81
7    SenseAmp_B             90.78
8    SenseAmp_T             90.78
layer number:9       UnitName  BlockTemperature
0       Frame_B             89.29
1       Frame_L             89.31
2       Frame_R             89.31
3       Frame_T             89.29
4      MemArray             93.69
5  RowDecoder_L             90.69
6  RowDecoder_R             90.69
7    SenseAmp_B             90.67
8    SenseAmp_T             90.67
layer number:10       UnitName  BlockTemperature
0       Frame_B             88.53
1       Frame_L             88.56
2       Frame_R             88.56
3       Frame_T             88.53
4      MemArray             93.59
5  RowDecoder_L             90.59
6  RowDecoder_R             90.59
7    SenseAmp_B             90.56
8    SenseAmp_T             90.56
layer number:11       UnitName  BlockTemperature
0       Frame_B             87.77
1       Frame_L             87.80
2       Frame_R             87.80
3       Frame_T             87.77
4      MemArray             93.47
5  RowDecoder_L             90.47
6  RowDecoder_R             90.47
7    SenseAmp_B             90.44
8    SenseAmp_T             90.44
layer number:12       UnitName  BlockTemperature
5       Frame_B             90.37
7       Frame_L             90.34
3    SenseAmp_B             87.01
8       Frame_R             90.34
1  RowDecoder_L             87.04
0      MemArray             87.01
2  RowDecoder_R             87.04
4    SenseAmp_T             93.37
6       Frame_T             90.37
layer number:13       UnitName  BlockTemperature
5       Frame_B             88.36
7       Frame_L             88.34
3    SenseAmp_B             85.17
8       Frame_R             88.34
1  RowDecoder_L             85.19
0      MemArray             85.17
2  RowDecoder_R             85.19
4    SenseAmp_T             91.39
6       Frame_T             88.36
step 284 layer number:0       UnitName  BlockTemperature
0       Frame_B             98.20
1       Frame_L             98.22
2       Frame_R             98.22
3       Frame_T             98.20
4      MemArray             95.33
5  RowDecoder_L             92.33
6  RowDecoder_R             92.33
7    SenseAmp_B             92.30
8    SenseAmp_T             92.30
layer number:1       UnitName  BlockTemperature
0       Frame_B             98.31
1       Frame_L             98.33
2       Frame_R             98.33
3       Frame_T             98.31
4      MemArray             95.35
5  RowDecoder_L             92.35
6  RowDecoder_R             92.35
7    SenseAmp_B             92.32
8    SenseAmp_T             92.32
layer number:2       UnitName  BlockTemperature
0       Frame_B             98.30
1       Frame_L             98.32
2       Frame_R             98.32
3       Frame_T             98.30
4      MemArray             95.34
5  RowDecoder_L             92.33
6  RowDecoder_R             92.33
7    SenseAmp_B             92.30
8    SenseAmp_T             92.30
layer number:3       UnitName  BlockTemperature
0       Frame_B             97.76
1       Frame_L             97.78
2       Frame_R             97.78
3       Frame_T             97.76
4      MemArray             94.75
5  RowDecoder_L             91.75
6  RowDecoder_R             91.75
7    SenseAmp_B             91.72
8    SenseAmp_T             91.72
layer number:4       UnitName  BlockTemperature
0       Frame_B             93.21
1       Frame_L             93.24
2       Frame_R             93.24
3       Frame_T             93.21
4      MemArray             94.40
5  RowDecoder_L             91.39
6  RowDecoder_R             91.39
7    SenseAmp_B             91.36
8    SenseAmp_T             91.36
layer number:5       UnitName  BlockTemperature
0       Frame_B             92.45
1       Frame_L             92.48
2       Frame_R             92.48
3       Frame_T             92.45
4      MemArray             94.28
5  RowDecoder_L             91.28
6  RowDecoder_R             91.28
7    SenseAmp_B             91.25
8    SenseAmp_T             91.25
layer number:6       UnitName  BlockTemperature
0       Frame_B             91.69
1       Frame_L             91.72
2       Frame_R             91.72
3       Frame_T             91.69
4      MemArray             94.19
5  RowDecoder_L             91.18
6  RowDecoder_R             91.18
7    SenseAmp_B             91.15
8    SenseAmp_T             91.15
layer number:7       UnitName  BlockTemperature
0       Frame_B             90.94
1       Frame_L             90.96
2       Frame_R             90.96
3       Frame_T             90.94
4      MemArray             94.07
5  RowDecoder_L             91.06
6  RowDecoder_R             91.06
7    SenseAmp_B             91.03
8    SenseAmp_T             91.03
layer number:8       UnitName  BlockTemperature
0       Frame_B             90.18
1       Frame_L             90.20
2       Frame_R             90.20
3       Frame_T             90.18
4      MemArray             93.97
5  RowDecoder_L             90.96
6  RowDecoder_R             90.96
7    SenseAmp_B             90.93
8    SenseAmp_T             90.93
layer number:9       UnitName  BlockTemperature
